hotelid,hotelname,hotelstars,lat,lon,address
140,Inturotel Esmeralda Park,3.0,39.377642,3.237479,"Carrer Caló des Corral, s/n, 07660 Cala D'or, Illes Balears, Spain"
141,Gavimar La Mirada Club Resort,3.0,39.3646531,3.2275376,"Av. d'es Fortí, 18, 07660 Cala D'or, Illes Balears, Spain"
142,Barceló Illetas Albatros,4.0,39.5425294,2.5948868,"Passeig Illetes, 15, 07181 ses Illetes, Illes Balears, Spain"
143,Cupidor,3.0,39.5385046,2.4536008,"Carrer des Capdellà, 4, 07160 Peguera, Illes Balears, Spain"
144,Hotel Morlans,5.0,39.5372298,2.4562708,"Carrer de les Gavines, 6, 07160 Peguera, Illes Balears, Spain"
145,Hotel Diamante,2.0,39.5386099,2.4508326,"Carrer de Palmira, 4, 07160 Peguera, Illes Balears, Spain"
146,FERGUS Style Cala Blanca Suites,5.0,39.5223846,2.4695608,"Carrer Huguet des Far, 27, 07180 Santa Ponça, Illes Balears, Spain"
147,Hostal Neptuno,3.0,39.537482,2.448092,"Carrer Roser, 2, 07160 Peguera, Illes Balears, Spain"
148,Be Live Adults Only Marivent,4.0,39.5526809,2.6066312,"Carrer Gavina, 9, Ponent, 07015 Palma, Illes Balears, Spain"
149,FERGUS Style Tobago,5.0,39.5122369,2.5408446,"Carrer Martín Ros García, 1, 07181 Palmanova, Illes Balears, Spain"
150,Villa Cati,2.0,39.5390474,2.4508205,"Carrer de Palmira, 8, 07160 Peguera, Illes Balears, Spain"
151,JS Yate,4.0,39.7663198,3.151777,"Via França, 18, 07458 Can Picafort, Illes Balears, Spain"
152,Hotel Morlans Garden,3.0,39.5372298,2.4562708,"Carrer de les Gavines, 6, 07160 Peguera, Illes Balears, Spain"
153,allsun Hotel Paguera ,4.0,39.53964819999999,2.4468177,"07160 Peguera, Balearic Islands, Spain"
154,Sol Palmanova,4.0,39.516224,2.535141,"Carrer dels Pinzons, 8, 07181 Palmanova, Illes Balears, Spain"
155,Sol Guadalupe,4.0,39.506208,2.530805,"Camí Porrassa, s/n, 07181 Magaluf, Illes Balears, Spain"
156,Grupotel Acapulco Playa,4.0,39.52182,2.739329,"Carrer de la Costa Brava, 2, Platja de Palma, 07610 Palma, Illes Balears, Spain"
157,Indico Rock,4.0,39.509256,2.7551731,"Carrer Antas de Ullà, 14, Platja de Palma, 07610 Palma, Illes Balears, Spain"
158,HM Balanguera Beach,4.0,39.5262295,2.7360159,"Carrer de Marbella, 35, Platja de Palma, 07610 Palma, Illes Balears, Spain"
159,BQ Hotel Amfora Beach Hotel,4.0,39.5368953,2.7146993,"Carrer del Volantí, 9, Platja de Palma, 07610 Palma, Illes Balears, Spain"
160,Hotel BQ Apolo,4.0,39.5359179,2.7113458,"Carrer de Miquel Massutí, 28, Platja de Palma, 07610 Palma, Illes Balears, Spain"
161,Hotel Aya,4.0,39.5108308,2.7494539,"Carretera de l'Arenal, 60, Platja de Palma, 07600 Playa de Palma, Illes Balears, Spain"
162,HM Ayron Park,5.0,39.5100738,2.7511166,"Trasimeno, 7, Platja de Palma, 07600 Playa de Palma, Illes Balears, Spain"
163,azuline Hotel Bahamas & Bahamas II,3.0,39.4968513,2.755172200000001,"Av. Europa, s/n, 07600 El Arenal, Illes Balears, Spain"
164,Balear,3.0,39.6952629,3.0175712,"Majorca, Balearic Islands, Spain"
165,Ipanema Beach,3.0,39.4976006,2.7538028,"Carrer Antoni Maria Alcover, 8, 07600 El Arenal, Illes Balears, Spain"
166,Hotel Vibra Palma Cactus,3.0,39.5241781,2.7416219,"Carrer d'Acapulco, 26, Platja de Palma, 07610 Palma, Illes Balears, Spain"
167,tent Capi Playa,3.0,39.5226817,2.7400787,"Carrer de la Costa Brava, 4, Platja de Palma, 07610 Palma, Illes Balears, Spain"
168,BQ Carmen Playa Hotel,3.0,39.5101678,2.752669,"Carrer de Ferran Alzamora, 32, Platja de Palma, 07600 Palma, Illes Balears, Spain"
169,Villa Chiquita,4.0,39.3242127,2.9860438,"Calle Esmeralda, 14, Carrer Esmeragda, 14, 07638 Colonia de Sant Jordi, Illes Balears, Spain"
170,Nura Condor,3.0,39.5220422,2.7453383,"Carrer de la Mar Aràbiga, 1, Platja de Palma, 07610 Palma, Illes Balears, Spain"
171,Hotel Cosmopolitan,4.0,39.5236064,2.7460641,"Calle Mar de Aral, Cam. de las Maravillas, 4, Playa de Palma, 07610 El Arenal, Illes Balears, Spain"
172,allsun Hotel Cristobal Colon,4.0,39.5207858,2.7443917,"Calle Parcelas, 13, Platja de Palma, 07610 Palma, Illes Balears, Spain"
173,Universal Grand León & Spa,5.0,39.3206592,2.9886986,"Carrer Sol, s/n, 07638 Colònia de Sant Jordi, Illes Balears, Spain"
174,Don Miguel Playa Hotel,3.0,39.5238291,2.747188,"Carrer de la Mar del Japó, 2, Platja de Palma, 07610 Palma, Illes Balears, Spain"
175,HM Dunas Blancas,4.0,39.50927960000001,2.7510977,"Carrer de Trasimè, 12, Platja de Palma, 07600 Palma, Illes Balears, Spain"
176,THB El Cid,4.0,39.5346057,2.7222189,"Carrer del Vaixell, 2, Platja de Palma, 07610 Palma, Illes Balears, Spain"
177,El Coto,4.0,39.3237898,2.9876737,"Av. Primavera, 8, 07638 Ses Salines, Illes Balears, Spain"
178,Hotel Príncipe,4.0,39.5217539,2.7421896,"Avinguda de Son Rigo, 14, Platja de Palma, 07610 Palma, Illes Balears, Spain"
179,allsun Hotel Marena Beach,4.0,39.5063054,2.752013,"Carrer d'Amílcar, 1, Platja de Palma, 07600 PLAYA DE, Illes Balears, Spain"
180,Apartments Es Trenc,3.0,39.3445602,2.9845874,"Es Trenc, Spain"
181,MySeaHouse Hotel Flamingo,5.0,39.5152959,2.7463295,"Carrer de la Missió de San Diego, 2, Platja de Palma, 07600 Palma, Illes Balears, Spain"
182,Aparthotel Fontanellas Playa,4.0,39.5321105,2.7267327,"Carrer de la Caravel·la, s/n, Platja de Palma, 07610 Can Pastilla, Illes Balears, Spain"
183,Pure Salt Garonda,5.0,39.5203099,2.7412085,"Carrer de la Mar Negra, 2, Platja de Palma, 07610 Palma, Illes Balears, Spain"
184,tent Playa de Palma,3.0,39.509709,2.7552137,"Carrer dels Tamarells, Platja de Palma, 07600 Palma, Illes Balears, Spain"
185,HSM Golden Playa,4.0,39.5288111,2.7319451,"Carrer de Marbella, 14, Platja de Palma, 07610 Platja de Palma, Illes Balears, Spain"
186,HM Gran Fiesta,4.0,39.5252038,2.7355486,"Carrer de Marbella, 28, Platja de Palma, 07610 Palma, Illes Balears, Spain"
187,Hispania,4.0,39.6952629,3.0175712,"Majorca, Balearic Islands, Spain"
188,Hotel Foners,3.0,39.5176497,2.7463031,"Calle Mision de Santa Barbara, 8, Platja de Palma, 07610 Platja de Palma, Illes Balears, Spain"
189,Ipanema Park,3.0,39.497857,2.7539704,"Carrer Antoni Maria Alcover, 11, 07600 Llucmajor, Illes Balears, Spain"
190,Isla de Cabrera Aparthotel,4.0,39.3194963,2.9980455,"C, Av. Marquès del Palmer, 07638 Colònia de Sant Jordi, Illes Balears, Spain"
191,Jade,3.0,39.516744,2.7474407,"Carrer d'Agustí Catany, 8, Platja de Palma, 07600 Palma, Illes Balears, Spain"
192,Kilimanjaro,3.0,39.6952629,3.0175712,"Majorca, Balearic Islands, Spain"
193,allsun Hotel Kontiki Playa,4.0,39.5248723,2.7366134,"Carrer de Marbella, 30, Platja de Palma, 07610 Palma, Illes Balears, Spain"
194,Cook's Club Palma Beach,3.0,39.52049179999999,2.7471899,"Carrer de Sant Ramon Nonat, 16, Platja de Palma, 07610 Palma, Illes Balears, Spain"
195,Leblon,1.0,39.6952629,3.0175712,"Majorca, Balearic Islands, Spain"
196,Leman,4.0,39.6952629,3.0175712,"Majorca, Balearic Islands, Spain"
197,Alua Leo,4.0,39.5342667,2.7245211,"Carrer de Manuela de los Herreros, 12, Platja de Palma, 07610 Can Pastilla, Illes Balears, Spain"
198,Seramar Luna Park,3.0,39.4978169,2.7534955,"Carrer Antoni Maria Alcover, 6, 07600 El Arenal, Illes Balears, Spain"
199,Hotel Luxor,4.0,39.5229129,2.743237,"Avinguda de Son Rigo, 21, Platja de Palma, 07610 Palma, Illes Balears, Spain"
200,AluaSoul Palma,4.0,39.5370592,2.7097505,"Maestro, Cala Estancia, Carrer d'Eaktai Ahn, 40, Playa de Palma, 07610 Mallorca, Illes Balears, Spain"
201,Manaus,3.0,39.6952629,3.0175712,"Majorca, Balearic Islands, Spain"
202,Hotel Marbel,3.0,39.7095713,3.4569777,"Carrer Magallanes, 43, 07590 Cala Rajada, Illes Balears, Spain"
203,THB Maria Isabel,4.0,39.5238935,2.7421485,"Carrer de Villagarcia de Arosa, 19, Platja de Palma, 07610 Palma, Illes Balears, Spain"
204,Martorell,3.0,39.3175726,2.9941995,"Carrer Cervantes, 2, 07638 Colònia de Sant Jordi, Illes Balears, Spain"
205,BLUESEA Mediodia,3.0,39.5028245,2.7525457,"Carrer de Sant Cristòfol, 13, 07600 Llucmajor, Illes Balears, Spain"
206,Hotel Marina Playa,3.0,39.5071109,2.7512793,"Carrer de Tòquio, 2, Platja de Palma, 07600 Palma, Illes Balears, Spain"
